"1990M03";61.2
"1990M04";61.2
"1990M05";61.6
"1990M06";61.5
"1990M07";61.3
"1990M08";61.9
"1990M09";62.4
"1990M10";62.6
"1990M11";62.5
"1990M12";62.3
"1991M01";62.3
"1991M02";62.5
"1991M03";62.6
"1991M04";62.8
"1991M05";63.2
"1991M06";63.3
"1991M07";63.1
"1991M08";63.2
"1991M09";63.6
"1991M10";63.7
"1991M11";64.0
"1991M12";63.8
"1992M01";63.7
"1992M02";64.0
"1992M03";64.2
"1992M04";64.3
"1992M05";64.8
"1992M06";64.8
"1992M07";64.5
"1992M08";64.6
"1992M09";64.8
"1992M10";64.8
"1992M11";64.9
"1992M12";64.7
"1993M01";64.6
"1993M02";64.8
"1993M03";64.9
"1993M04";65.0
"1993M05";65.4
"1993M06";65.4
"1993M07";65.2
"1993M08";65.4
"1993M09";65.6
"1993M10";65.7
"1993M11";65.8
"1993M12";65.7
"1994M01";65.8
"1994M02";66.0
"1994M03";66.1
"1994M04";66.3
"1994M05";66.6
"1994M06";66.7
"1994M07";66.6
"1994M08";66.8
"1994M09";66.9
"1994M10";67.0
"1994M11";67.2
"1994M12";67.2
"1995M01";67.2
"1995M02";67.5
"1995M03";67.7
"1995M04";67.9
"1995M05";68.2
"1995M06";68.1
"1995M07";67.8
"1995M08";67.9
"1995M09";68.3
"1995M10";68.3
"1995M11";68.5
"1995M12";68.4
"1996M01";68.4
"1996M02";68.7
"1996M03";69.1
"1996M04";69.3
"1996M05";69.5
"1996M06";69.5
"1996M07";69.4
"1996M08";69.5
"1996M09";69.9
"1996M10";70.0
"1996M11";70.1
"1996M12";70.0
"1997M01";70.2
"1997M02";70.2
"1997M03";70.2
"1997M04";70.5
"1997M05";71.0
"1997M06";71.1
"1997M07";71.0
"1997M08";71.3
"1997M09";71.5
"1997M10";71.5
"1997M11";71.6
"1997M12";71.5
"1998M01";71.4
"1998M02";71.7
"1998M03";71.9
"1998M04";72.0
"1998M05";72.4
"1998M06";72.4
"1998M07";72.2
"1998M08";72.3
"1998M09";72.6
"1998M10";72.7
"1998M11";72.8
"1998M12";72.7
"1999M01";72.6
"1999M02";73.2
"1999M03";73.5
"1999M04";73.7
"1999M05";73.9
"1999M06";74.1
"1999M07";73.9
"1999M08";74.3
"1999M09";74.7
"1999M10";74.8
"1999M11";74.9
"1999M12";75.0
"2000M01";74.9
"2000M02";75.4
"2000M03";75.9
"2000M04";76.0
"2000M05";76.3
"2000M06";76.5
"2000M07";76.2
"2000M08";76.1
"2000M09";76.7
"2000M10";76.9
"2000M11";76.9
"2000M12";76.8
"2001M01";76.7
"2001M02";77.3
"2001M03";77.7
"2001M04";78.0
"2001M05";78.4
"2001M06";78.3
"2001M07";78.1
"2001M08";78.1
"2001M09";78.4
"2001M10";78.5
"2001M11";78.3
"2001M12";78.5
"2002M01";78.6
"2002M02";79.2
"2002M03";79.7
"2002M04";80.0
"2002M05";80.0
"2002M06";80.0
"2002M07";79.8
"2002M08";79.9
"2002M09";80.3
"2002M10";80.5
"2002M11";80.5
"2002M12";80.5
"2003M01";80.6
"2003M02";81.4
"2003M03";82.0
"2003M04";81.9
"2003M05";81.8
"2003M06";81.8
"2003M07";81.3
"2003M08";81.3
"2003M09";81.8
"2003M10";81.6
"2003M11";81.8
"2003M12";81.6
"2004M01";81.6
"2004M02";82.2
"2004M03";82.5
"2004M04";82.6
"2004M05";82.9
"2004M06";82.7
"2004M07";82.4
"2004M08";82.2
"2004M09";82.7
"2004M10";83.0
"2004M11";82.8
"2004M12";82.6
"2005M01";82.4
"2005M02";83.2
"2005M03";83.7
"2005M04";84.1
"2005M05";84.1
"2005M06";84.2
"2005M07";84.1
"2005M08";84.1
"2005M09";84.7
"2005M10";84.7
"2005M11";84.4
"2005M12";84.5
"2006M01";84.2
"2006M02";85.0
"2006M03";85.3
"2006M04";85.7
"2006M05";85.8
"2006M06";86.0
"2006M07";85.8
"2006M08";85.8
"2006M09";86.1
"2006M10";86.0
"2006M11";85.9
"2006M12";86.0
"2007M01";85.7
"2007M02";86.6
"2007M03";87.0
"2007M04";87.1
"2007M05";87.3
"2007M06";87.2
"2007M07";86.8
"2007M08";86.6
"2007M09";87.2
"2007M10";87.5
"2007M11";88.0
"2007M12";88.0
"2008M01";88.2
"2008M02";89.3
"2008M03";89.7
"2008M04";90.0
"2008M05";90.3
"2008M06";90.5
"2008M07";90.3
"2008M08";90.4
"2008M09";90.8
"2008M10";90.7
"2008M11";90.4
"2008M12";90.1
"2009M01";89.8
"2009M02";90.9
"2009M03";91.2
"2009M04";91.1
"2009M05";91.4
"2009M06";91.6
"2009M07";91.2
"2009M08";91.4
"2009M09";91.6
"2009M10";91.6
"2009M11";91.6
"2009M12";91.4
"2010M01";91.6
"2010M02";92.7
"2010M03";93.3
"2010M04";93.4
"2010M05";93.4
"2010M06";93.3
"2010M07";93.2
"2010M08";93.6
"2010M09";93.9
"2010M10";93.8
"2010M11";93.9
"2010M12";94.0
"2011M01";94.1
"2011M02";95.2
"2011M03";95.8
"2011M04";96.2
"2011M05";96.3
"2011M06";96.1
"2011M07";96.0
"2011M08";96.0
"2011M09";96.3
"2011M10";96.4
"2011M11";96.3
"2011M12";96.3
"2012M01";96.7
"2012M02";97.8
"2012M03";98.3
"2012M04";98.3
"2012M05";98.4
"2012M06";98.2
"2012M07";98.2
"2012M08";98.5
"2012M09";98.7
"2012M10";98.7
"2012M11";98.5
"2012M12";98.3
"2013M01";97.9
"2013M02";99.0
"2013M03";99.3
"2013M04";99.1
"2013M05";99.2
"2013M06";99.1
"2013M07";98.8
"2013M08";98.9
"2013M09";99.2
"2013M10";99.3
"2013M11";99.1
"2013M12";99.0
"2014M01";98.9
"2014M02";99.5
"2014M03";99.6
"2014M04";99.8
"2014M05";99.7
"2014M06";99.7
"2014M07";99.5
"2014M08";99.4
"2014M09";99.7
"2014M10";99.8
"2014M11";99.6
"2014M12";99.4
"2015M01";98.8
"2015M02";99.8
"2015M03";100.2
"2015M04";100.3
"2015M05";100.4
"2015M06";100.3
"2015M07";100.2
"2015M08";100.0
"2015M09";100.2
"2015M10";100.1
"2015M11";99.9
"2015M12";99.8
"2016M01";99.4
"2016M02";100.1
"2016M03";100.2
"2016M04";100.3
"2016M05";100.5
"2016M06";100.6
"2016M07";100.5
"2016M08";100.2
"2016M09";100.2
"2016M10";100.4
"2016M11";100.3
"2016M12";100.3
"2017M01";100.3
"2017M02";101.1
"2017M03";101.2
"2017M04";101.4
"2017M05";101.3
"2017M06";101.2
"2017M07";102.0
"2017M08";101.7
"2017M09";101.8
"2017M10";101.9
"2017M11";101.6
"2017M12";101.3
"2018M01";101.0
"2018M02";101.7
"2018M03";101.7
"2018M04";102.2
"2018M05";102.4
"2018M06";102.3
"2018M07";103.1
"2018M08";102.7
"2018M09";102.4
"2018M10";102.7
"2018M11";102.4
"2018M12";102.1
"2019M01";102.3
"2019M02";102.8
"2019M03";102.9
"2019M04";103.2
"2019M05";103.1
"2019M06";102.9
"2019M07";103.5
"2019M08";103.1
"2019M09";102.9
"2019M10";103.3
"2019M11";103.1
"2019M12";102.9
"2020M01";103.0
"2020M02";103.6
"2020M03";103.3
"2020M04";103.2
"2020M05";103.1
"2020M06";103.2
"2020M07";104.0
"2020M08";103.6
"2020M09";103.5
"2020M10";103.7
"2020M11";103.6
"2020M12";103.4
"2021M01";103.6
"2021M02";104.2
"2021M03";104.3
"2021M04";104.7
"2021M05";104.9
"2021M06";105.0
"2021M07";105.7
"2021M08";105.5
"2021M09";105.8
"2021M10";106.8
"2021M11";107.1
"2021M12";106.6
"2022M01";108.1
"2022M02";109.2
"2022M03";109.9
"2022M04";111.7
"2022M05";112.7
"2022M06";113.6
"2022M07";114.9
"2022M08";114.9
"2022M09";116.4
"2022M10";117.6
"2022M11";116.6
"2022M12";115.9
"2023M01";116.4
"2023M02";117.5
"2023M03";117.3
"2023M04";117.6
"2023M05";116.0
"2023M06";116.4
"2023M07";118.5
"2023M08";117.7
"2023M09";117.4
"2023M10";117.7
"2023M11";117.3
"2023M12";116.7
"2024M01";117.8
"2024M02";118.4
"2024M03";118.4
"2024M04";118.5
"2024M05";118.5
"2024M06";118.5
"2024M07";119.8
"2024M08";119.3
"2024M09";118.9
"2024M10";119.6
"2024M11";119.2
"2024M12";118.9
"2025M01";119.6
"2025M02";120.8
"2025M03";120.2
"2025M04";120.3
"2025M05";120.4
"2025M06";120.7
"2025M07";122.5
"2025M08";121.7
"2025M09";121.6
"2025M10";122.1
